Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,num_hashtags,avg_hashtag_length,engagement_rate,like_retweet_ratio,cleaned_text,textblob_polarity,textblob_subjectivity,vader_compound,vader_sentiment,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,will_trend
196,198," Boredom lingers, a stagnant pool of indifference.  ", Boredom         ,2021-10-02 19:00:00, StagnantHeart    , Facebook , #Boredom #Stagnation                        ,7.0,15.0, Canada        ,2021,10,2,19,2,9.5,0.18333333333333332,1.875,boredom lingers stagnant pool indifference,0.0,0.0,-0.3612,negative,19,5,10,1,-0.9659258262890684,0.2588190451025203,0
197,199," Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ", Curiosity       ,2023-04-15 10:15:00, InquisitiveMind   , Twitter  , #Curiosity #Learning                        ,15.0,30.0, USA          ,2023,4,15,10,2,9.5,0.375,1.875,embarking journey discovery fueled curiosity thirst knowledge,0.0,0.0,0.0,neutral,10,5,4,1,0.49999999999999994,-0.8660254037844387,0
198,200," Lost in the vast sea of information, an indifferent wave in the digital ocean. ", Indifference    ,2022-11-28 17:30:00, ApatheticObserver , Instagram , #Indifference #DigitalOverload              ,7.0,15.0, Canada          ,2022,11,28,17,2,14.5,0.18333333333333332,1.875,lost vast sea information indifferent wave digital ocean,0.0,0.5,-0.4767,negative,17,0,11,0,-0.9659258262890683,-0.25881904510252063,0
199,201," The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ", Confusion       ,2020-04-02 09:45:00, SeekingClarity    , Facebook , #Confusion #LifePuzzle                     ,10.0,20.0, UK           ,2020,4,2,9,2,10.5,0.25,1.8181818181818181,complex puzzle life leaf state perpetual confusion seeking answer chaos,-0.3,0.4,-0.7096,negative,9,3,4,0,0.7071067811865476,-0.7071067811865475,0
200,202," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ", Numbness        ,2021-08-10 14:00:00, EmotionallyDistant , Twitter  , #Numbness #EmotionalShield                 ,8.0,15.0, India        ,2021,8,10,14,2,12.5,0.19166666666666668,1.6666666666666667,numbness settle shield overwhelming emotion life throw way,0.5,1.0,-0.2732,negative,14,1,8,0,-0.4999999999999997,-0.8660254037844388,0
201,203," Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ", Melancholy      ,2019-06-18 20:45:00, SunsetDreamer     , Instagram , #Melancholy #SunsetMoments                 ,12.0,25.0, Australia     ,2019,6,18,20,2,12.5,0.30833333333333335,1.9230769230769231,gazing sunset melancholic longing moment slip finger time,0.0,0.0,-0.1027,negative,20,1,6,0,-0.8660254037844386,0.5000000000000001,0
202,204," Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ", Nostalgia       ,2018-02-05 15:15:00, MemoryLaneTraveler , Facebook , #Nostalgia #MemoryLane                     ,10.0,20.0, USA          ,2018,2,5,15,2,10.5,0.25,1.8181818181818181,revisiting old photograph caught embrace nostalgia bittersweet symphony,0.1,0.2,0.25,positive,15,0,2,0,-0.7071067811865471,-0.7071067811865479,0
203,205," Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ", Ambivalence     ,2022-05-30 11:30:00, MixedFeelings     , Twitter  , #Ambivalence #UncertainChoices             ,12.0,25.0, Canada        ,2022,5,30,11,2,14.5,0.30833333333333335,1.9230769230769231,torn conflicting emotion ambivalence paint decision shade uncertainty,0.0,0.0,-0.7269,negative,11,0,5,0,0.258819045102521,-0.9659258262890682,0
204,206," Embracing the ebb and flow of life, finding acceptance in the dance of existence. ", Acceptance      ,2023-01-10 16:20:00, ZenLifestyle      , Instagram , #Acceptance #LifeJourney                   ,15.0,30.0, UK           ,2023,1,10,16,2,11.5,0.375,1.875,embracing ebb flow life finding acceptance dance existence,0.0,0.0,0.4588,positive,16,1,1,0,-0.8660254037844385,-0.5000000000000004,0
205,207," Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ", Determination   ,2020-09-18 13:45:00, ResilientSpirit   , Facebook , #Determination #AchieveTheImpossible       ,10.0,20.0, India        ,2020,9,18,13,2,17.5,0.25,1.8181818181818181,facing challenge headon determination fuel fire within achieve impossible,-0.6666666666666666,1.0,0.1531,positive,13,4,9,0,-0.2588190451025208,-0.9659258262890683,0
206,208," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ", Serenity        ,2021-07-03 19:00:00, NatureSoul        , Twitter  , #Serenity #NatureRetreat                   ,12.0,25.0, Australia    ,2021,7,3,19,2,11.5,0.30833333333333335,1.9230769230769231,serenity found stillness nature tranquil retreat chaos modern world,0.2,0.3,-0.4019,negative,19,5,7,1,-0.9659258262890684,0.2588190451025203,0
207,209," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ", Curiosity       ,2022-10-08 08:15:00, EternalLearner    , Instagram , #Curiosity #KnowledgeQuest                ,20.0,40.0, USA          ,2022,10,8,8,2,12.5,0.5,1.9047619047619047,curiosity leading rabbit hole knowledge perpetual student life classroom,0.0,0.0,0.0,neutral,8,5,10,1,0.8660254037844387,-0.4999999999999998,0
208,210," Floating through the day with an air of indifference, detached from the mundane happenings around. ", Indifference    ,2023-03-22 16:30:00, AloofObserver     , Facebook , #Indifference #FloatingThroughLife        ,10.0,20.0, Canada        ,2023,3,22,16,2,16.5,0.25,1.8181818181818181,floating day air indifference detached mundane happening around,-0.16666666666666666,0.16666666666666666,-0.1779,negative,16,2,3,0,-0.8660254037844385,-0.5000000000000004,0
209,211," Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ", Confusion       ,2021-05-15 11:45:00, ThoughtExplorer   , Twitter  , #Confusion #ThoughtLabyrinth              ,15.0,30.0, UK            ,2021,5,15,11,2,13.5,0.375,1.875,entangled web thought confusion reigning navigate labyrinth idea,0.0,0.0,-0.296,negative,11,5,5,1,0.258819045102521,-0.9659258262890682,0
210,212," Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ", Numbness        ,2019-12-28 14:30:00, StoicSoul         , Instagram , #Numbness #StoicFacade                    ,8.0,15.0, Australia     ,2019,12,28,14,2,10.5,0.19166666666666668,1.6666666666666667,numb chaos emotion locked away stoic facade concealing inner turmoil,-0.3,0.5833333333333334,-0.8225,negative,14,5,12,1,-0.4999999999999997,-0.8660254037844388,0
211,213," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ", Melancholy      ,2020-03-01 19:00:00, DreamerInSilence  , Facebook , #Melancholy #WhispersInTheBreeze         ,12.0,25.0, India         ,2020,3,1,19,2,15.5,0.30833333333333335,1.9230769230769231,melancholy whisper breeze silent conversation echo forgotten dream,0.0,0.1,-0.2732,negative,19,6,3,1,-0.9659258262890684,0.2588190451025203,0
212,214," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ", Nostalgia       ,2018-07-10 15:45:00, JournalKeeper     , Twitter  , #Nostalgia #JournalMoments               ,10.0,20.0, Canada        ,2018,7,10,15,2,12.5,0.25,1.8181818181818181,stumbling upon old journal nostalgia flooding wave carrying moment long gone,0.025,0.30000000000000004,0.0,neutral,15,1,7,0,-0.7071067811865471,-0.7071067811865479,0
213,215," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ", Ambivalence     ,2022-01-05 10:30:00, ThreadWeaver      , Instagram , #Ambivalence #ConflictingFeelings        ,12.0,25.0, UK            ,2022,1,5,10,2,16.0,0.30833333333333335,1.9230769230769231,tapestry conflicting feeling weaving uncertainty caught thread ambivalence,0.0,0.0,-0.6249,negative,10,2,1,0,0.49999999999999994,-0.8660254037844387,0
214,216," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ", Acceptance      ,2021-08-20 16:20:00, SelfLoveAdvocate  , Facebook , #Acceptance #SelfLoveJourney              ,15.0,30.0, Australia    ,2021,8,20,16,2,13.5,0.375,1.875,embracing flaw finding acceptance imperfection journey towards selflove,0.0,0.0,0.4588,positive,16,4,8,0,-0.8660254037844385,-0.5000000000000004,0
215,217," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ", Determination   ,2019-11-03 13:45:00, DreamChaser       , Twitter  , #Determination #DreamsIntoReality        ,18.0,35.0, USA          ,2019,11,3,13,2,16.0,0.44166666666666665,1.8421052631578947,determination burning like wildfire overcoming obstacle turning dream reality,0.0,0.0,0.6486,positive,13,6,11,1,-0.2588190451025208,-0.9659258262890683,0
216,218," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ", Serenity        ,2020-04-12 19:30:00, OceanSoul         , Instagram , #Serenity #OceanRetreat                   ,25.0,50.0, Canada        ,2020,4,12,19,2,11.0,0.625,1.9230769230769231,tranquil moment ocean serenity washing peaceful retreat within wave embrace,0.25,0.5,0.7579,positive,19,6,4,1,-0.9659258262890684,0.2588190451025203,0
217,219," Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ", Curiosity       ,2022-04-15 08:45:00, HorizonExplorer   , Facebook , #Curiosity #NewHorizons                  ,22.0,45.0, India         ,2022,4,15,8,2,11.0,0.5583333333333333,1.9565217391304348,exploring new horizon spark curiosity adventurer vast landscape knowledge,0.06818181818181818,0.7272727272727273,0.4767,positive,8,4,4,0,0.8660254037844387,-0.4999999999999998,0
218,220," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ", Indifference    ,2023-02-10 17:00:00, NonchalantSpirit  , Twitter  , #Indifference #DriftingThroughLife       ,9.0,18.0, UK            ,2023,2,10,17,2,16.5,0.225,1.8,drifting day nonchalant demeanor embracing art indifference,0.0,0.0,-0.0516,negative,17,4,2,0,-0.9659258262890683,-0.25881904510252063,0
219,221," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ", Confusion       ,2020-08-05 12:15:00, ComplexThinker    , Instagram , #Confusion #PerplexedMind                ,14.0,28.0, Australia    ,2020,8,5,12,2,12.0,0.35,1.8666666666666667,wrestling thought perplexed mind lost labyrinth life complexity,0.4,0.9,-0.5574,negative,12,2,8,0,1.2246467991473532e-16,-1.0,0
220,222," Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ", Numbness        ,2021-12-01 15:30:00, ShieldedHeart     , Facebook , #Numbness #EmotionalShield               ,10.0,20.0, USA          ,2021,12,1,15,2,12.5,0.25,1.8181818181818181,immersed state emotional numbness shield storm daily struggle,0.0,0.325,-0.4588,negative,15,2,12,0,-0.7071067811865471,-0.7071067811865479,0
221,223," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ", Melancholy      ,2019-03-25 21:00:00, SymphonySoul      , Twitter  , #Melancholy #WistfulHeart                ,13.0,26.0, Canada        ,2019,3,25,21,2,12.0,0.325,1.8571428571428572,melancholic symphony playing background soundtrack wistful heart,0.0,0.0,0.128,positive,21,0,3,0,-0.7071067811865477,0.7071067811865474,0
222,224," Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ", Nostalgia       ,2017-06-18 14:45:00, YearbookExplorer  , Instagram , #Nostalgia #YearbookMemories            ,12.0,25.0, India         ,2017,6,18,14,2,13.5,0.30833333333333335,1.9230769230769231,flipping page old yearbook nostalgia painting smile tear face,0.2,0.15000000000000002,0.296,positive,14,6,6,1,-0.4999999999999997,-0.8660254037844388,0
223,225," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ", Ambivalence     ,2022-07-08 11:30:00, DecisiveDilemma   , Facebook , #Ambivalence #ShadesOfUncertainty       ,15.0,30.0, Australia    ,2022,7,8,11,2,16.0,0.375,1.875,torn opposing emotion ambivalence color decision shade uncertainty,0.0,0.0,-0.5267,negative,11,4,7,0,0.258819045102521,-0.9659258262890682,0
224,226," Embracing life's imperfections, finding acceptance in the journey, scars and all. ", Acceptance      ,2023-05-15 16:20:00, ImperfectHarmony  , Twitter  , #Acceptance #ImperfectJourney            ,18.0,36.0, Canada        ,2023,5,15,16,2,14.0,0.45,1.894736842105263,embracing life imperfection finding acceptance journey scar,0.0,0.0,0.4588,positive,16,0,5,0,-0.8660254037844385,-0.5000000000000004,0
225,227," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ", Determination   ,2021-09-10 14:45:00, VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20.0,40.0, UK            ,2021,9,10,14,2,17.0,0.5,1.9047619047619047,fiery determination burning within fueled vision reaching unparalleled height,0.0,0.0,0.4767,positive,14,4,9,0,-0.4999999999999997,-0.8660254037844388,0
226,228," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ", Serenity        ,2020-02-28 18:30:00, ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25.0,50.0, USA          ,2020,2,28,18,2,12.0,0.625,1.9230769230769231,basking serenity quiet forest whisper nature bring peace soul,0.0,0.3333333333333333,0.5423,positive,18,4,2,0,-1.0,-1.8369701987210297e-16,0
227,231," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ", Indifference    ,2023-03-10 16:30:00, SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9.0,18.0, India         ,2023,3,10,16,2,14.0,0.225,1.8,indifferent noise world silent observer midst life cacophony,0.0,0.1,-0.2023,negative,16,4,3,0,-0.8660254037844385,-0.5000000000000004,0
228,232," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ", Confusion       ,2021-05-02 11:45:00, MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14.0,28.0, Australia    ,2021,5,2,11,2,13.5,0.35,1.8666666666666667,navigating labyrinth thought confusion constant companion maze idea,0.0,0.3333333333333333,-0.296,negative,11,6,5,1,0.258819045102521,-0.9659258262890682,0
229,233," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ", Numbness        ,2019-10-18 14:30:00, ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11.0,22.0, UK            ,2019,10,18,14,2,12.5,0.275,1.8333333333333333,impenetrable numbness shield emotional storm fortress stoic resilience,0.0,0.65,-0.128,negative,14,4,10,0,-0.4999999999999997,-0.8660254037844388,0
230,234," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", Melancholy      ,2020-01-05 20:00:00, CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13.0,26.0, USA          ,2020,1,5,20,2,15.5,0.325,1.8571428571428572,melancholy painting world hue nostalgia canvas bittersweet memory,0.0,0.0,-0.4939,negative,20,6,1,1,-0.8660254037844386,0.5000000000000001,0
231,235," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ", Nostalgia       ,2018-08-10 15:45:00, DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12.0,25.0, Canada        ,2018,8,10,15,2,11.5,0.30833333333333335,1.9230769230769231,journey past flipping page old diary nostalgia taking lead,-0.075,0.225,0.0,neutral,15,4,8,0,-0.7071067811865471,-0.7071067811865479,0
232,236," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ", Ambivalence     ,2022-01-15 10:30:00, CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15.0,30.0, India         ,2022,1,15,10,2,16.0,0.375,1.875,ambivalence clouding decision caught crossroad conflicting emotion,0.0,0.0,-0.4019,negative,10,5,1,1,0.49999999999999994,-0.8660254037844387,0
233,237," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ", Acceptance      ,2021-07-20 16:20:00, MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18.0,36.0, Australia     ,2021,7,20,16,2,13.0,0.45,1.894736842105263,embracing imperfection finding acceptance mosaic life beautiful chaos,0.85,1.0,0.4939,positive,16,1,7,0,-0.8660254037844385,-0.5000000000000004,0
234,238," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", Determination   ,2019-12-03 13:45:00, PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20.0,40.0, USA          ,2019,12,3,13,2,16.0,0.5,1.9047619047619047,determination driving force propelling forward path extraordinary achievement,0.3333333333333333,1.0,0.4019,positive,13,1,12,0,-0.2588190451025208,-0.9659258262890683,0
235,239," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ", Serenity        ,2020-04-12 19:30:00, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25.0,50.0, Canada        ,2020,4,12,19,2,12.0,0.625,1.9230769230769231,seeking serenity melody raindrop tranquil escape noise everyday life,-0.2,0.6,0.2263,positive,19,6,4,1,-0.9659258262890684,0.2588190451025203,0
236,240," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ", Curiosity       ,2022-05-08 08:45:00, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22.0,45.0, UK            ,2022,5,8,8,2,14.0,0.5583333333333333,1.9565217391304348,curiosity driving exploration unknown seeker knowledge uncharted territory,-0.1,0.6,0.2263,positive,8,6,5,1,0.8660254037844387,-0.4999999999999998,0
237,241," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ", Indifference    ,2023-02-22 17:00:00, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9.0,18.0, India         ,2023,2,22,17,2,16.5,0.225,1.8,drifting day air nonchalance indifferent triviality life,0.0,0.0,-0.4215,negative,17,2,2,0,-0.9659258262890683,-0.25881904510252063,0
238,242," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ", Confusion       ,2020-06-05 12:15:00, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14.0,28.0, Australia    ,2020,6,5,12,2,15.0,0.35,1.8666666666666667,lost labyrinth thought confusion casting shadow quest clarity,0.0,0.0,-0.2023,negative,12,4,6,0,1.2246467991473532e-16,-1.0,0
239,243," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness        ,2021-11-30 15:30:00, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10.0,20.0, Canada        ,2021,11,30,15,2,12.5,0.25,1.8181818181818181,wrapped cloak emotional numbness shield storm life turbulence,0.0,0.65,-0.128,negative,15,1,11,0,-0.7071067811865471,-0.7071067811865479,0
240,244," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ", Melancholy      ,2019-02-25 21:00:00, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13.0,26.0, UK            ,2019,2,25,21,2,13.5,0.325,1.8571428571428572,melancholy companion painting canvas life brushstrokes wistful yearning,0.0,0.0,-0.34,negative,21,0,2,0,-0.7071067811865477,0.7071067811865474,0
241,245," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ", Nostalgia       ,2017-05-18 14:45:00, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12.0,25.0, USA          ,2017,5,18,14,2,14.0,0.30833333333333335,1.9230769230769231,leafing page old photo album nostalgia weaving tale laughter tear,0.1,0.2,0.3182,positive,14,3,5,0,-0.4999999999999997,-0.8660254037844388,0
242,246," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ", Ambivalence     ,2022-08-05 11:30:00, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15.0,30.0, Canada        ,2022,8,5,11,2,16.0,0.375,1.875,ambivalence air caught crossroad conflicting emotion decision,0.0,0.0,-0.4019,negative,11,4,8,0,0.258819045102521,-0.9659258262890682,0
243,247," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ", Acceptance      ,2023-06-15 16:20:00, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18.0,36.0, Australia    ,2023,6,15,16,2,14.0,0.45,1.894736842105263,embracing beauty imperfection finding acceptance mosaic life unpredictable art,-0.16666666666666666,1.0,0.7783,positive,16,3,6,0,-0.8660254037844385,-0.5000000000000004,0
244,248," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ", Determination   ,2021-10-10 14:45:00, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20.0,40.0, UK            ,2021,10,10,14,2,15.0,0.5,1.9047619047619047,determination ablaze forging path challenge sculpting dream tangible reality,0.0,0.0,0.6908,positive,14,6,10,1,-0.4999999999999997,-0.8660254037844388,0
245,249," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ", Serenity        ,2020-05-12 19:30:00, MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25.0,50.0, USA          ,2020,5,12,19,2,11.0,0.625,1.9230769230769231,immerse serenity moonlit night quiet whisper nature bring peace soul,0.0,0.3333333333333333,0.5423,positive,19,1,5,0,-0.9659258262890684,0.2588190451025203,0
246,250," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ", Curiosity       ,2022-12-01 09:15:00, FearlessExplorer  , Facebook , #Curiosity #FearlessExplorer              ,22.0,44.0, India         ,2022,12,1,9,2,13.5,0.55,1.9130434782608696,fueled curiosity venturing uncharted realm fearless explorer mystery world,0.0,0.0,0.4404,positive,9,3,12,0,0.7071067811865476,-0.7071067811865475,0
247,251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness ,2021-11-30 15:30:00, TurbulentShield , Instagram , #Numbness #EmotionalStorms ,10.0,20.0, Canada ,2021,11,30,15,2,12.5,0.25,1.8181818181818181,wrapped cloak emotional numbness shield storm life turbulence,0.0,0.65,-0.128,negative,15,1,11,0,-0.7071067811865471,-0.7071067811865479,0
248,252," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ", Zest ,2018-07-12 17:45:00, JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15.0,30.0, USA ,2018,7,12,17,2,10.0,0.375,1.875,dancing life exuberance carefree spirit embracing joy zest every turn,0.8,0.2,0.802,positive,17,3,7,0,-0.9659258262890683,-0.25881904510252063,0
249,253," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ", Contentment ,2020-09-05 20:10:00, SereneBasker , Facebook , #Contentment #GoldenGlow ,18.0,36.0, Australia ,2020,9,5,20,2,11.5,0.45,1.894736842105263,basking golden glow contentment serene river flowing landscape heart,0.3,0.5,0.6705,positive,20,5,9,1,-0.8660254037844386,0.5000000000000001,0
250,254," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ", Hopeful ,2022-04-18 08:00:00, DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12.0,24.0, India ,2022,4,18,8,2,11.5,0.3,1.8461538461538463,gazing towards horizon hopeful eye painting canvas dream illuminated sun optimism,0.0,0.0,0.8591,positive,8,0,4,0,0.8660254037844387,-0.4999999999999998,0
251,255," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ", Proud ,2019-12-10 12:20:00, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25.0,50.0, Canada ,2019,12,10,12,2,14.0,0.625,1.9230769230769231,standing tall proud oak branch achievement reaching towards sky accomplishment,0.8,1.0,0.5994,positive,12,1,12,0,1.2246467991473532e-16,-1.0,0
252,256," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ", Grateful ,2023-02-28 09:45:00, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20.0,40.0, USA ,2023,2,28,9,2,15.0,0.5,1.9047619047619047,heart overflowing gratitude garden appreciation bloom soil kindness connection,0.0,0.0,0.8625,positive,9,1,2,0,0.7071067811865476,-0.7071067811865475,0
253,257," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ", Empathetic ,2018-04-03 14:15:00, ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15.0,30.0, UK ,2018,4,3,14,2,17.5,0.375,1.875,extending hand empathetic thread weaving tapestry understanding embracing joy sorrow others,0.8,0.2,0.7579,positive,14,1,4,0,-0.4999999999999997,-0.8660254037844388,0
254,258," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ", Compassionate ,2022-06-20 10:30:00, CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18.0,36.0, Australia ,2022,6,20,10,2,15.0,0.45,1.894736842105263,compassionate cloud heavy care showering empathy parched ground human suffering,-0.1,0.3,0.5106,positive,10,0,6,0,0.49999999999999994,-0.8660254037844387,0
255,259," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ", Playful ,2020-07-08 18:00:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22.0,44.0, Canada ,2020,7,8,18,2,11.5,0.55,1.9130434782608696,playfully dancing rain laughter whimsical spirit twirling puddle joy lightheartedness,0.15000000000000002,0.35,0.891,positive,18,2,7,0,-1.0,-1.8369701987210297e-16,0
256,260," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ", Free-spirited ,2021-08-15 11:10:00, SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20.0,40.0, India ,2021,8,15,11,2,13.0,0.5,1.9047619047619047,soaring wing free spirit unburdened chain conformity painting sky independence,0.4,0.8,0.6124,positive,11,6,8,1,0.258819045102521,-0.9659258262890682,0
257,261," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ", Inspired ,2019-10-25 16:50:00, PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15.0,30.0, UK ,2019,10,25,16,2,12.5,0.375,1.875,bathed glow inspiration creative phoenix rising ash ordinary thought explore new realm,0.12878787878787878,0.6515151515151515,0.743,positive,16,4,10,0,-0.8660254037844385,-0.5000000000000004,0
258,262," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ", Hopeful ,2023-10-05 07:30:00, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12.0,24.0, USA ,2023,10,5,7,2,15.5,0.3,1.8461538461538463,navigating sea hope sailing towards sunrise possibility confident ship positive anticipation,0.36363636363636365,0.6893939393939394,0.8779,positive,7,3,10,0,0.9659258262890683,-0.25881904510252063,0
259,263," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ", Confident ,2022-02-15 13:15:00, SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25.0,50.0, Australia ,2022,2,15,13,2,17.0,0.625,1.9230769230769231,striding confidence footprint selfassuredness imprinted sand challenge conquered victory claimed,0.0,0.0,0.5574,positive,13,1,2,0,-0.2588190451025208,-0.9659258262890683,0
260,264," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ", Serenity ,2021-05-08 22:00:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13.0,26.0, Canada ,2021,5,8,22,2,12.5,0.325,1.8571428571428572,lost symphony night moonlit serenade whisper tale wanderlust moonlit dream,0.0,0.0,0.1027,positive,22,5,5,1,-0.5000000000000004,0.8660254037844384,0
261,265," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ", Curiosity ,2020-11-29 14:45:00, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17.0,34.0, USA ,2020,11,29,14,2,15.5,0.425,1.8888888888888888,unveiling layer curiosity labyrinth question leading treasure trove undiscovered knowledge,0.0,0.0,0.296,positive,14,6,11,1,-0.4999999999999997,-0.8660254037844388,0
262,266," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ", Ambivalence ,2019-09-14 10:20:00, BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14.0,28.0, UK ,2019,9,14,10,2,12.0,0.35,1.8666666666666667,embrace autumn breeze leaf ambivalence dancing waltz choice uncertainty,0.0,0.0,-0.0258,neutral,10,5,9,1,0.49999999999999994,-0.8660254037844387,0
